balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
896,market_item.xlsx|cannazon market|seller_raw:WeedPhantom||market_item.xlsx|vice city|seller_raw:WeedHunter1312,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00118,1,market_item.xlsx|cannazon market|seller_raw:WeedPhantom,market_item.xlsx|vice city|seller_raw:WeedHunter1312,cannazon market,vice city,WeedPhantom,WeedHunter1312,different_alias,false,profile_lexical_neighbor,3.31045,0.405811,0.437792,0,,0,,0,,0,,0,,"T: 5g *BestSecret* Super Lemon Haze A+++ || 10g *Top* Amnesia Haze A+++ | D: rdige Nacht bescheren. Das von Lemon Haze hervorgerufene High ist zerebral, energetisch, gedankenanregend und bietet Momente von Euphorie und psychedelischem... | C: Weed || Other",T: 1-500g SUPER SILVER HAZE -HIGH THC- || 1-500g SUPER LEMON HAZE -HIGH THC- | D: -Bio Grow aus Deutschland -angebaut auf Erde Wir bieten hier unser Sorgfaeltig ausgewaehltes Lemon Haze an. Unser Weed ist frei von zusatzstoffen und frei vo... | C: Buds & Flowers
899,market_item.xlsx|silk road 3.1|seller_raw:Electronicmen||market_item.xlsx|silk road 3.1|seller_raw:junior533,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,valid,comp_00004,3,market_item.xlsx|silk road 3.1|seller_raw:Electronicmen,market_item.xlsx|silk road 3.1|seller_raw:junior533,silk road 3.1,silk road 3.1,Electronicmen,junior533,different_alias,true,profile_lexical_neighbor|structural_support,4.054606,0.358215,0.952658,0,,0,,0,,1,Others,0,,T: New xbox one for only 100$ Free shipping || New xbox one for only 100$ Free shipping | D: New xbox one for only 100$ Photo is real I can take photo with your name BUY 10 XBOX=PRICE OF 1 XBOX IS 90$ only fe | C: Others,T: Xbox One || Xbox One | D: the consoles Are brand new and never used. If someone wants bulk or a couple of xbones | C: Others
900,market_item.xlsx|silk road 3.1|seller_raw:kalemeds||market_item.xlsx|silk road 3.1|seller_raw:kome,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:kalemeds,market_item.xlsx|silk road 3.1|seller_raw:kome,silk road 3.1,silk road 3.1,kalemeds,kome,different_alias,true,shared_contact_exact,6.633746,0.0,0.316873,1,email:vatsalmeds@gmail.com,0,,0,,5,Others || Oxycodon || Pills || Valium || Weed,0,,"T: Actavis prometh, Oxycodone, Xanax 2mg ,ritalin, Percocet, Vicodi || Diazepam Tablets | D: We sell products like : oxyContin Dilaudid Subutex Avelox Adderall Methadone Toquilone Nubain Hydrocodone Rohypnol Dormicum Vicodin Ketamine MDMA Amphetamine... | C: Others || Pills",T: Valium 10 mg Bensedine 200 pills cost $350 text +13477707106 || Valium 10 mg Bensedine 200 pills cost $350 text +13477707106 | D: contact +1 (504) 407-1267 We currently have 1000kg of gold bars and nuggets for export searching overseas partner or buyer who has connection with a refinery... | C: Others || Pills
901,market_item.xlsx|apollon market|seller_raw:Empyrean (100%)||market_item.xlsx|silk road 3.1|seller_raw:Goodchems,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00073,1,market_item.xlsx|apollon market|seller_raw:Empyrean (100%),market_item.xlsx|silk road 3.1|seller_raw:Goodchems,apollon market,silk road 3.1,Empyrean (100%),Goodchems,different_alias,false,profile_lexical_neighbor,3.306534,0.428983,0.366318,0,,0,,0,,0,,0,,T: 1000 DS-3.0 LSD BLOTTERS/99.8%/110ug/ESCROW! ~ $1690 || 10 DS-3.0 LSD BLOTTERS/99.8%/110ug/FE! ~ $30 | D: Amazing LSD from the Seuss team. Get it before its too late | C: Psychedelic,T: 100x 100ug lsd blotters mario || Custom for ploche | D: 35 hits lsd escrow. 15 extra if choose to finalize :) | C: LSD || Weed
903,market_item.xlsx|silk road 3.1|seller_raw:Drkseidforever||market_item.xlsx|silk road 3.1|seller_raw:YLLLAMOARMAS,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:Drkseidforever,market_item.xlsx|silk road 3.1|seller_raw:YLLLAMOARMAS,silk road 3.1,silk road 3.1,Drkseidforever,YLLLAMOARMAS,different_alias,true,profile_lexical_neighbor|shared_description_clone|structural_support,11.68151,0.856663,0.770766,0,,0,,1,"Caliber: 9mm Height: 5.4"" Sight Radius: 6.1"" Unloaded Weight: 33.3 oz Effective Range: 50 meters 15 round magazine capacity",1,Others,0,,"T: Beretta M92 || Beretta M92 | D: Caliber: 9mm Height: 5.4"" Sight Radius: 6.1"" Unloaded Weight: 33.3 oz Effective Range: 50 meters 15 round magazine capacity | C: Others",T: Beretta M92 || Beretta M92 | D: CALIBER 9x19 WEIGHT 560 g / 19.75 oz. LOADED (~) 740 g / 26.10 oz. LENGTH 160 mm / 6.29 in. HEIGHT 106 mm / 4.17 in. WIDTH 30 mm / 1.18 in. BARREL HEIGHT 32 ... | C: Others
904,market_item.xlsx|silk road 3.1|seller_raw:Toshiba12||market_item.xlsx|silk road 3.1|seller_raw:Toshiba99,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,uncertain,codex_en_source_expansion_review_20260421,codex_review: uncertain; alias relation prevents using this row as a clean negative.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:Toshiba12,market_item.xlsx|silk road 3.1|seller_raw:Toshiba99,silk road 3.1,silk road 3.1,Toshiba12,Toshiba99,different_alias,true,profile_lexical_neighbor|structural_support,4.054432,0.473012,0.60818,0,,0,,0,,2,Others || Weed,0,,T: CONCENTRATE PURE VAPE CARTRIDGES HYBRID/INDICA/SATIVA 1.5g || NO SHAKE JUST FLOWER | D: WILL NOT BE DISSATIFIED -----BEGIN PGP MESSAGE----- Version: GnuPG v2 hQEMA/RwZKSDafTJAQgAwgrvMMJErTFTzYDBG98dmvB9+05r+ogFiDBIHhaOqhAR ICXVxIBdmVZ24MTr3ITHKT... | C: Weed || Others,"T: Top shelf flower || white candy | D: CUSTOM ORDER *DONATE TOWARDS 2, GET 1 FREE ON ALL 1/2 OZ. FLOWER NO LIMIT | C: Others || Weed"
905,market_item.xlsx|Lime|seller_raw:dongreenplug||market_item.xlsx|darkfox market|seller_raw:drdacky11,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,"codex_review: uncertain; shared contact-like token appears in product credentials, leaked data, or sample account context.",0,0,0,uncertain_holdout,,,market_item.xlsx|Lime|seller_raw:dongreenplug,market_item.xlsx|darkfox market|seller_raw:drdacky11,Lime,darkfox market,dongreenplug,drdacky11,different_alias,false,shared_contact_exact,6.629048,0.0,0.314524,1,phone:15302133387,0,,0,,1,"Guides & Tutorials,Drugs",0,,"T: Buy Top Quality Acetyl Fen-tanyl Powder (10g=$200) (Clone) || TOP GRADES WEEDS(ALL STRAINS) 1Oz (Clone) | D: MENU 2. Sour Diesel 3. Girl Scout Cookies 4. Green Crack 5. Jack Herer 6. SFV OG 7. Headband 8. Fire OG 9. White Widow 10. Super Lemon Haze 11. Bubba Kush 12... | C: Guides & Tutorials,Drugs || Digital Goods","T: BUY QUALITY,IELTS/TOEFL CERTIFICATES,PASSPORT,ID CARDS,LICENSES,ERASE ANY CRIMINAL RECORDS || HIGH QUALITY FAKE PASSPORT ID CARDS , DRIVERS LICENSE | D: PAIN AND STRESS DISORDERS THIS MATERIALS HAVE BEEN CAREFULLY HAND SELECTED AND PASSED THROUGH A 100% QUALITY CONTROLS. WHAT WE PROVIDE.......... All shipment... | C: Guides & Tutorials,Fraud || Counterfeit Items,Money"
906,market_item.xlsx|silk road 3.1|seller_raw:hitler123||market_item.xlsx|silk road 3.1|seller_raw:silenkiller001,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: negative; high similarity is caused by generic placeholder text rather than seller-specific evidence.,0,1,1,valid,comp_00211,19,market_item.xlsx|silk road 3.1|seller_raw:hitler123,market_item.xlsx|silk road 3.1|seller_raw:silenkiller001,silk road 3.1,silk road 3.1,hitler123,silenkiller001,different_alias,true,profile_lexical_neighbor,3.305124,0.45926,0.274782,0,,0,,0,,0,,0,,T: Listing title corrupted. Add new title. || Listing title corrupted. Add new title. | C: Weed,"T: Listing title corrupted. Add new title. || Listing title corrupted. Add new title. | D: I HAVE US (AMERICAN) SOCIAL SECURITY NUMBERS ALONG WITH DOB AND FULL INFO FOR SALE. ALL ACCOUNTS ARE ACCREDITED, HIGH NET WORTH INDIVIDUALS WITH 800+ CREDIT ... | C: Accounts"
909,market_item.xlsx|silk road 3.1|seller_raw:Excursive||market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,test,comp_00165,36,market_item.xlsx|silk road 3.1|seller_raw:Excursive,market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,silk road 3.1,silk road 3.1,Excursive,premiumaccounts,different_alias,true,profile_lexical_neighbor|structural_support,4.040766,0.368936,0.913575,0,,0,,0,,1,Accounts,0,,T: ***NETFLIX PREMIUM ACCOUNT*** EMAIL:PASS LIFETIME GUARANTEE! || ***NETFLIX PREMIUM ACCOUNT*** EMAIL:PASS LIFETIME GUARANTEE! | D: Will Recieve : -1 GUARANTEED WORKING NETFLIX PREMIUM ACCOUNT -EMAIL:PASS -LIFETIME GUARANTEE | C: Accounts,"T: Netflix Account with lifetime guarantee || Netflix Account with lifetime guarantee | D: You are buying a netflix account with lifetime guarantee. That means if you cant login anymore, pm me, and I will send you another one :) | C: Accounts"
910,market_item.xlsx|silk road 3.1|seller_raw:fastsupplies||market_item.xlsx|silk road 3.1|seller_raw:shilpameds,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:fastsupplies,market_item.xlsx|silk road 3.1|seller_raw:shilpameds,silk road 3.1,silk road 3.1,fastsupplies,shilpameds,different_alias,true,shared_contact_exact,6.617472,0.0,0.308736,1,email:teddyward15@gmail.com,0,,0,,1,Others,0,,"T: pain pills, sleep pills,molly,xanax, vicodin, vics,hgh ,roxy oxy || Weed | D: please for more info contact me via teddyward15@gmail.com or +1 (435) 554-8460 | C: Others || Oxycodon",T: Quantum for migraine || Eazol Cream | D: please for more info contact me via teddyward15@gmail.com or +1 (435) 554-8460 Nexoprin is perhaps the best drug for chronic migraine headaches and even the ... | C: Others
911,market_item.xlsx|apollon market|seller_raw:bluebeer (75%)||market_item.xlsx|vice city|seller_raw:Globalstims,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: negative; high similarity is explained by public/product boilerplate or leaked-data field templates without identity closure.,0,1,1,valid,comp_00101,3,market_item.xlsx|apollon market|seller_raw:bluebeer (75%),market_item.xlsx|vice city|seller_raw:Globalstims,apollon market,vice city,bluebeer (75%),Globalstims,different_alias,false,profile_lexical_neighbor,3.302158,0.396975,0.460154,0,,0,,0,,1,Stimulants,0,,T: Adderall ( Dextroamphetamine / mixed Amphetamine salts ) XR 30 mg - 450 capsules BULK OFFER || Sample Package: 10 Adderall XR + 10 Vyvanse 50mg + 15 Dexamphetamine 2.5mg | D: so both parties are happy - The right isomer of Amphetamine. It basically makes you produce more dopamine and feels very euphoric and smooth. - 0.5 gram/ 10 ... | C: Stimulants || Benzodiazepines,T: Vyvanse / Elvanse ( Lisdexamfetamine ) 30 mg x 240 capsules || Vyvanse / Elvanse ( Lisdexamfetamine ) 70 mg x 120 capsules | D: in case you want the tracking code to follow your order) Example of a correct adress format: Willem jan van Oesteren Delfstraat 202 apt. 24 3954GB Utrecht Ne... | C: Adderal & Vyvanse || Stimulants
913,market_item.xlsx|apollon market|seller_raw:BurgerKing (100%)||market_item.xlsx|apollon market|seller_raw:HeinekenCompany (100%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:BurgerKing (100%),market_item.xlsx|apollon market|seller_raw:HeinekenCompany (100%),apollon market,apollon market,BurgerKing (100%),HeinekenCompany (100%),different_alias,true,profile_lexical_neighbor|shared_description_clone|structural_support,11.62545,0.800736,0.910517,0,,0,,4,"This MDMA we got is made in the Netherland and also Lab tested. For a Good party just must take this before -Champagne -87% Pure -Lab tested || These pills are the best pills we got, there are also other pills but you can PM for more info: Maybach XTC pills Pink colour || Amphetamine Speed Paste ca.74% Very good quality Odor taste and effect just like in old times Consistency: Paste white Dutch Made 74% Pure Real Paste",4,Disassociatives || Ecstasy MDMA || Ecstasy Pills || Stimulants,0,,T: 1000Gr Dutch Amphetamine SpeedPaste 74% purity Good STRONG Stuff || 1000GR Dutch Champagne MDMA 87% purity (lab tested) | D: This MDMA we got is made in the Netherland and also Lab tested. For a Good party just must take this before -Champagne -87% Pure -Lab tested | C: Disassociatives || Ecstasy MDMA,T: 250Gr Dutch Amphetamine SpeedPaste 74% purity Good Stuff by HeinekenCompany || 250Gr Dutch Amphetamine SpeedPaste 74% purity Good Stuff by HeinekenCompany | D: Amphetamine Speed Paste ca.74% Very good quality Odor taste and effect just like in old times Consistency: Paste white Dutch Made 74% Pure Real Paste | C: Stimulants || Disassociatives
914,market_item.xlsx|silk road 3.1|seller_raw:darksecrets||market_item.xlsx|silk road 3.1|seller_raw:ebook4u,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00261,1,market_item.xlsx|silk road 3.1|seller_raw:darksecrets,market_item.xlsx|silk road 3.1|seller_raw:ebook4u,silk road 3.1,silk road 3.1,darksecrets,ebook4u,different_alias,true,profile_lexical_neighbor|structural_support,4.035516,0.372801,0.899355,0,,0,,0,,1,eBooks,0,,"T: Ebay Carding Step By Step Guide 2016 || 16 Ebay Scams Updated 2016 | D: Sorry, if some links will not work anymore | C: eBooks",T: Deep Web Market Places and there Invite Codes NEWOLD || 16 Epic Ebay Scams Ever | D: Tested method. Have to follow ALL steps to succeed | C: eBooks
915,market_item.xlsx|agartha market|seller_raw:Movingtrain||market_item.xlsx|agartha market|seller_raw:Royalstore,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|agartha market|seller_raw:Movingtrain,market_item.xlsx|agartha market|seller_raw:Royalstore,agartha market,agartha market,Movingtrain,Royalstore,different_alias,true,shared_contact_exact,6.60476,0.0,0.30238,1,wickr:worldsite22,0,,0,,1,"Psychedelics,Ecstacy - MDMA",0,,"T: 7 Grams DMT | Dimethyltryptamine | TOP QUALITY || 7 Grams DMT | Dimethyltryptamine | TOP QUALITY | D: 3 Grams DMT | Dimethyltryptamine | TOP QUALITY We are a team of professionals experienced in selling all kinds of top quality drugs on the deep web. We are f... | C: Psychedelics,Ecstacy - MDMA || Opiates,Other","T: Buy (Real Pharmacy Grade)Oxycodone 30mg 100pills || Top Quality Actavis Promethazine Codeine Syrup16oz | D: All our packages are at least double vacuum-sealed to ensure that our clients receive their package in perfect condition. Contact me on wickr :..... worldsit... | C: Pills,Benzos,Pain Management,Muscle Relaxants,Other || Pills,Benzos,Pain Management,Muscle Relaxants,Sedatives - Sleep,Sexual Enhancers"
