pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|apollon market|seller_raw:bestgroup1 (100%)||market_item.xlsx|versus market|seller_raw:bestgroup,en_content_train_pool,en,test,comp_00019,positive,text_clone_primary,1,1,,,,,,0.967061,0.952503,0.974844,0.634423,bestgroup1 (100%),bestgroup,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:Drkseidcontinues||market_item.xlsx|silk road 3.1|seller_raw:YLLLAMOARMAS,en_content_train_pool,en,train,comp_00194,negative,semantic_structural,1,1,,,,,,0.923116,0.885825,0.937734,0.87168,Drkseidcontinues,YLLLAMOARMAS,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_rare_ngram_count
market_item.xlsx|silk road 3.1|seller_raw:Stokiebuyer||market_item.xlsx|silk road 3.1|seller_raw:iselluk,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.925949,0.856465,0.877733,0.667224,Stokiebuyer,iselluk,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:maxmann||market_item.xlsx|darkfox market|seller_raw:opportunity,en_content_train_pool,en,train,comp_00043,positive,identifier_plus_text,1,1,,,,,,0.899148,0.861214,0.900957,0.1081,maxmann,opportunity,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|cypher market|seller_raw:monsterlabstore||market_item.xlsx|darkfox market|seller_raw:bestgroup,en_content_train_pool,en,test,comp_00019,positive,text_clone_primary,1,1,,,,,,0.96074,0.970417,0.984191,0.661167,monsterlabstore,bestgroup,same_controller,same_controller_component_anchor,1,1,0,1,0,0,review_notes_component_anchor_keyword
market_item.xlsx|darkfox market|seller_raw:fraudbuddy||market_item.xlsx|versus market|seller_raw:melvinbankz,en_content_train_pool,en,test,comp_00022,negative,semantic_structural,1,1,,,,,,0.929136,0.901747,0.940471,0.535887,fraudbuddy,melvinbankz,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|agartha market|seller_raw:getdone||market_item.xlsx|agartha market|seller_raw:legitvally,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.907266,0.883756,0.913616,0.648679,getdone,legitvally,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:MrSoSa (95%)||market_item.xlsx|apollon market|seller_raw:trooper941 (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_plus_text,0,0,,,,,,0.872097,0.775437,0.665635,0.570668,MrSoSa (95%),trooper941 (100%),uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:buduk||market_item.xlsx|silk road 3.1|seller_raw:budukuk,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.965128,0.967762,0.972339,0.990953,buduk,budukuk,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Micheal555||market_item.xlsx|silk road 3.1|seller_raw:gennexlabs,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.929781,0.925851,0.895395,0.644012,Micheal555,gennexlabs,uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:melvinbankz||market_item.xlsx|vice city|seller_raw:Fraudbuddy,en_content_train_pool,en,test,comp_00022,negative,semantic_only,1,1,,,,,,0.910629,0.864943,0.907184,0.311565,melvinbankz,Fraudbuddy,different_controller,public_contact_or_url_noise,1,1,0,0,1,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|agartha market|seller_raw:Walgreens||market_item.xlsx|agartha market|seller_raw:kaiserplug,en_content_train_pool,en,train,comp_00030,positive,identifier_plus_text,1,1,,,,,,0.933887,0.926112,0.963047,0.492734,Walgreens,kaiserplug,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:BlackWanted||market_item.xlsx|silk road 3.1|seller_raw:PaperAgent,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.935611,0.898759,0.93843,0.500033,BlackWanted,PaperAgent,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:ForYou||market_item.xlsx|silk road 3.1|seller_raw:magic999,en_content_train_pool,en,train,comp_00199,negative,semantic_structural,1,1,,,,,,0.960378,0.945747,0.958156,0.725492,ForYou,magic999,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Mrroxy||market_item.xlsx|silk road 3.1|seller_raw:fastsupplies,en_content_train_pool,en,valid,comp_00217,positive,identifier_primary,1,1,,,,,,0.914828,0.920789,0.888612,0.637972,Mrroxy,fastsupplies,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|agartha market|seller_raw:carlosjuan||market_item.xlsx|agartha market|seller_raw:westernunionstore,en_content_train_pool,en,train,comp_00030,negative,semantic_only,1,1,,,,,,0.900005,0.901053,0.85309,0.417657,carlosjuan,westernunionstore,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:kaiserplug||market_item.xlsx|agartha market|seller_raw:wolfhon66,en_content_train_pool,en,train,comp_00030,positive,identifier_plus_text,1,1,,,,,,0.928303,0.929547,0.948927,0.424839,kaiserplug,wolfhon66,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|darkfox market|seller_raw:HappyShopOrigi||market_item.xlsx|vice city|seller_raw:HappyShop,en_content_train_pool,en,train,comp_00146,positive,text_clone_primary,1,1,,,,,,0.927316,0.904136,0.963532,0.313579,HappyShopOrigi,HappyShop,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:lomskipystinqk||market_item.xlsx|silk road 3.1|seller_raw:mcpickles,en_content_train_pool,en,valid,comp_00211,negative,semantic_structural,1,1,,,,,,0.898578,0.845966,0.888186,0.718062,lomskipystinqk,mcpickles,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:USADRUGLORD||market_item.xlsx|agartha market|seller_raw:johnstone14,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.911043,0.84857,0.85302,0.633999,USADRUGLORD,johnstone14,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:DonkeyKong54 (100%)||market_item.xlsx|dark0de|seller_raw:toto1909,en_content_train_pool,en,test,comp_00015,negative,semantic_only,1,1,,,,,,0.891567,0.796313,0.74575,0.137713,DonkeyKong54 (100%),toto1909,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|silk road 3.1|seller_raw:Karman||market_item.xlsx|silk road 3.1|seller_raw:Nodahi,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.97347,0.982214,0.998644,1.0,Karman,Nodahi,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:globex||market_item.xlsx|Lime|seller_raw:programmers,en_content_train_pool,en,valid,comp_00039,positive,identifier_primary,1,1,,,,,,0.914253,0.838793,0.898855,0.632832,globex,programmers,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:RS7||market_item.xlsx|vice city|seller_raw:FedEx,en_content_train_pool,en,test,comp_00012,negative,semantic_only,1,1,,,,,,0.9383,0.885799,0.859448,0.313532,RS7,FedEx,different_controller,template_clone_not_controller,1,1,0,1,1,0,feature_shared_low_df_sentence_count
market_item.xlsx|silk road 3.1|seller_raw:Micheal555||market_item.xlsx|silk road 3.1|seller_raw:welcuredrugs,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_plus_text,0,0,,,,,,0.917832,0.914909,0.91494,0.35487,Micheal555,welcuredrugs,uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|darkfox market|seller_raw:High00,en_content_train_pool,en,valid,comp_00018,positive,text_clone_primary,1,1,,,,,,0.946568,0.924733,0.95852,0.682146,Thuggakingshop,High00,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|agartha market|seller_raw:Jamesrox||market_item.xlsx|agartha market|seller_raw:Walgreens,en_content_train_pool,en,train,comp_00030,positive,identifier_primary,1,1,,,,,,0.915314,0.899538,0.952365,0.623305,Jamesrox,Walgreens,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|Cartel|seller_raw:ttrebol35||market_item.xlsx|dark0de|seller_raw:firefly75,en_content_train_pool,en,test,comp_00027,positive,identifier_plus_text,1,1,,,,,,0.88155,0.871598,0.92293,0.331756,ttrebol35,firefly75,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|darkfox market|seller_raw:procarder2||market_item.xlsx|silk road 3.1|seller_raw:procarder7,en_content_train_pool,en,train,comp_00159,positive,text_clone_primary,1,1,,,,,,0.933859,0.915055,0.947846,0.508419,procarder2,procarder7,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:Rayvan33||market_item.xlsx|silk road 3.1|seller_raw:felay4242,en_content_train_pool,en,train,comp_00228,negative,semantic_structural,1,1,,,,,,0.938954,0.946327,0.972338,0.701428,Rayvan33,felay4242,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count
market_item.xlsx|silk road 3.1|seller_raw:Stokiebuyer||market_item.xlsx|silk road 3.1|seller_raw:ibuyuk,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.898326,0.859695,0.872596,0.620016,Stokiebuyer,ibuyuk,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:Cityshop||market_item.xlsx|agartha market|seller_raw:CITYSHOP92,en_content_train_pool,en,train,comp_00030,positive,identifier_plus_text,1,1,,,,,,0.91684,0.858164,0.897321,0.247606,Cityshop,CITYSHOP92,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|darkfox market|seller_raw:Thuggaking54,en_content_train_pool,en,valid,comp_00018,positive,text_clone_primary,1,1,,,,,,0.948842,0.93353,0.951299,0.653622,Thuggakingshop,Thuggaking54,same_controller,same_controller_component_anchor,1,1,0,1,0,0,review_notes_component_anchor_keyword
market_item.xlsx|silk road 3.1|seller_raw:gunguy||market_item.xlsx|silk road 3.1|seller_raw:shilpameds,en_content_train_pool,en,valid,comp_00217,positive,identifier_primary,1,1,,,,,,0.806432,0.774616,0.784504,0.616356,gunguy,shilpameds,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:ecstasy201593||market_item.xlsx|silk road 3.1|seller_raw:matt1493,en_content_train_pool,en,train,comp_00266,negative,semantic_only,1,1,,,,,,0.928967,0.895184,0.861371,0.205372,ecstasy201593,matt1493,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
market_item.xlsx|silk road 3.1|seller_raw:kidney||market_item.xlsx|silk road 3.1|seller_raw:lorialex903,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_plus_text,0,0,,,,,,0.918354,0.876337,0.849719,0.621231,kidney,lorialex903,uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:Psychedelica||market_item.xlsx|vice city|seller_raw:PsychedelicaShop,en_content_train_pool,en,test,comp_00017,positive,text_clone_primary,1,1,,,,,,0.947859,0.938931,0.969682,0.427092,Psychedelica,PsychedelicaShop,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:KingKongNL||market_item.xlsx|vice city|seller_raw:Lucky7,en_content_train_pool,en,test,comp_00015,negative,semantic_structural,1,1,,,,,,0.96738,0.937064,0.961391,0.559608,KingKongNL,Lucky7,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:lorialex903,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.906772,0.87243,0.87249,0.607982,anshumala,lorialex903,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:fivestarlegit||market_item.xlsx|agartha market|seller_raw:johnstone14,en_content_train_pool,en,test,comp_00042,positive,identifier_plus_text,1,1,,,,,,0.942868,0.897882,0.963595,0.590255,fivestarlegit,johnstone14,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:Toshiba99||market_item.xlsx|silk road 3.1|seller_raw:dipset4life,en_content_train_pool,en,train,comp_00242,negative,semantic_structural,1,1,,,,,,0.922529,0.889506,0.891057,0.781023,Toshiba99,dipset4life,different_controller,template_clone_not_controller,1,1,0,1,0,0,feature_shared_low_df_sentence_count|feature_shared_rare_ngram_count
market_item.xlsx|silk road 3.1|seller_raw:dope903||market_item.xlsx|silk road 3.1|seller_raw:mark7000,en_content_train_pool,en,test,comp_00265,positive,identifier_primary,1,1,,,,,,0.920835,0.886292,0.883166,0.594527,dope903,mark7000,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|agartha market|seller_raw:boomshankar||market_item.xlsx|incognito|seller_raw:/vendor/boomshankar,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_only,0,0,,,,,,0.941551,0.912038,0.912374,0.245674,boomshankar,/vendor/boomshankar,uncertain,uncertain_insufficient_evidence,0,0,0,0,1,0,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:globex||market_item.xlsx|agartha market|seller_raw:lizardpro,en_content_train_pool,en,valid,comp_00039,positive,identifier_plus_text,1,1,,,,,,0.87699,0.828874,0.848525,0.057664,globex,lizardpro,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|apollon market|seller_raw:Raperholic (94%)||market_item.xlsx|apollon market|seller_raw:victorviran (96%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.940062,0.930999,0.962611,0.631245,Raperholic (94%),victorviran (96%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:williethepimp||market_item.xlsx|silk road 3.1|seller_raw:wood923,en_content_train_pool,en,train,comp_00141,negative,semantic_structural,1,1,,,,,,0.907642,0.882069,0.888317,0.892323,williethepimp,wood923,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:dope903||market_item.xlsx|silk road 3.1|seller_raw:maryjohanna,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_primary,0,0,,,,,,0.937585,0.886017,0.868677,0.574071,dope903,maryjohanna,uncertain,uncertain_insufficient_evidence,0,0,1,0,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:blackgoods||market_item.xlsx|silk road 3.1|seller_raw:kingofcounterfeits,en_content_train_pool,en,train,comp_00251,negative,semantic_only,1,1,,,,,,0.936248,0.870664,0.901162,0.49529,blackgoods,kingofcounterfeits,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:opiman||market_item.xlsx|vice city|seller_raw:Yopi,en_content_train_pool,en,uncertain_holdout,,uncertain,identifier_plus_text,0,0,,,,,,0.884803,0.829989,0.810575,0.030869,opiman,Yopi,uncertain,uncertain_insufficient_evidence,0,0,1,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:cosmiccannabispnw||market_item.xlsx|darkfox market|seller_raw:CosmicCannabis,en_content_train_pool,en,train,comp_00122,positive,text_clone_primary,1,1,,,,,,0.944611,0.922389,0.908143,0.483269,cosmiccannabispnw,CosmicCannabis,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:Weedaddy||market_item.xlsx|silk road 3.1|seller_raw:clest,en_content_train_pool,en,train,comp_00245,negative,semantic_structural,1,1,,,,,,0.868472,0.870082,0.867721,0.524829,Weedaddy,clest,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|agartha market|seller_raw:bluesstore||market_item.xlsx|agartha market|seller_raw:dozy1992,en_content_train_pool,en,train,comp_00030,positive,identifier_primary,1,1,,,,,,0.913803,0.884791,0.915341,0.567312,bluesstore,dozy1992,same_controller,same_controller_direct_identifier,1,1,1,0,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|agartha market|seller_raw:Rozaydaplug||market_item.xlsx|agartha market|seller_raw:carlosjuan,en_content_train_pool,en,train,comp_00030,negative,semantic_only,1,1,,,,,,0.915524,0.910051,0.919286,0.311955,Rozaydaplug,carlosjuan,different_controller,semantic_topic_not_controller,1,1,0,0,1,0,embedding_cosine_bge_m3>=0.8|embedding_cosine_gte_multilingual_base>=0.8|embedding_cosine_labse>=0.8|embedding_cosine_multilingual_e5_large>=0.8
